type,danger,before_url,url,thoughts,before,domain,title,time
 форум ,4,http://hotnews.lv/user/toppantry6,http://hotnews.lv/user/toppantry6,"Сайт hotnews.lv, судя по адресу, является новостным ресурсом. Однако, часть URL ""user/toppantry6"" указывает на профиль пользователя, а не на новостную страницу.  Страница выглядит пустой, нет ни новостей, ни других элементов. Это может быть как нерабочая страница, так и личная страница пользователя на данном сайте. Отсутствие контента и странный URL делают сайт подозрительным,  хоть и не обязательно мошенническим. Нет признаков мошенничества, таких как запросы на оплату или азартные игры, нет контента 18+",hotnews.lv,hotnews.lv,Title отключен,9.66626262664795
блог,3,https://han-booth-2.blogbright.net/why-car-accident-lawyer-near-me-is-your-next-big-obsession,https://han-booth-2.blogbright.net/why-car-accident-lawyer-near-me-is-your-next-big-obsession,"Сайт расположен на поддомене ""han-booth-2.blogbright.net"", что не является общеизвестным доменом. Название страницы ""Why Car Accident Lawyer Near Me Is Your Next Big Obsession"" выглядит как заголовок блога или статьи, что соответствует содержимому страницы. На странице есть кнопки шаринга в соцсетях, а также есть кнопки ""Log in"" и ""Join Us"". Общее впечатление - это скорее блог, нежели мошеннический ресурс. Структура url и title нетипичные для новостных или легитимных сайтов. На странице не обнаружено запросов на оплату, азартных игр, 18+ контента или сокращения ссылок. Странный домен вызывает некоторую настороженность, но нет явных признаков мошенничества.  Возможно, это ресурс для привлечения трафика, но не имеющий явно мошеннических целей ",blogbright.net,blogbright.net,Title отключен,9.00013017654419
 форум,3,https://ovensandhobs29440.wikiexpression.com/3835458/the_best_advice_you_can_ever_receive_on_hob,https://ovensandhobs29440.wikiexpression.com/3835458/the_best_advice_you_can_ever_receive_on_hob,"Сайт выглядит как статья в вики-подобном формате.  URL-адрес содержит  `ovensandhobs29440.wikiexpression.com`, что не является адресом известной вики, а выглядит как случайно сгенерированный набор слов и цифр.  Сайт не запрашивает оплаты, не похож на интернет-магазин, казино или службу доставки, нет признаков 18+ контента или сокращения ссылок.   Содержание страницы похоже на статью на тему ""Hob"" - что означает плита, но не похоже на энциклопедическое содержимое.",wikiexpression.com,wikiexpression.com,Title отключен,9.470807313919067
новостной/форум (возможно) ,3,https://windap.net/2024/05/11/المرأة-الدبلوماسية-ودورها-في-التنمية,https://windap.net/2024/05/11/المرأة-الدبلوماسية-ودورها-في-التنمية,"Сайт находится в режиме обслуживания (""Maintenance Mode"").  URL-адрес `windap.net`  не является известным сайтом или доменом, связанным с какой-либо крупной компанией. URL-путь содержит арабский текст, что может указывать на его локальную направленность. Признаков мошенничества на данной странице нет, но сам сайт недоступен, что не дает возможность исследовать его контент",windap.net,windap.net,Title отключен,7.194607973098755
новостной блог,3,https://posteezy.com/20-fun-facts-about-lawyers-accident-6,https://posteezy.com/20-fun-facts-about-lawyers-accident-6,"Сайт posteezy.com с текстом ""20 Fun Facts About Lawyers For Accident"" выглядит как блог-статья. URL не содержит подозрительных поддоменов или странных символов, хотя название сайта и содержание не имеют прямой связи. На странице нет всплывающих окон, запросов на оплату или ссылок на азартные игры. Контент не является 18+, а скорее информационным. Однако, стоит отметить, что автор ""Poster (not verified)"" вызывает сомнения в достоверности информации, хотя это не делает сайт мошенническим",posteezy.com,posteezy.com,Title отключен,6.985414981842041
новостной или информационный сайт,3,https://pediascape.science/wiki/The_Ultimate_Glossary_Of_Terms_About_Car_Accidents_Attorney,https://pediascape.science/wiki/The_Ultimate_Glossary_Of_Terms_About_Car_Accidents_Attorney,"Сайт представляет собой страницу с глоссарием терминов, связанных с автомобильными авариями и юристами. URL-адрес pediascape.science/wiki/ указывает на вики-структуру сайта, что обычно означает, что это может быть ресурс, где пользователи могут вносить свой вклад. Адрес не содержит подозрительных символов или поддоменов. Содержание страницы похоже на статью, нет никаких явных признаков мошенничества, таких как запросы на оплату, всплывающие окна или ссылки на казино, или 18+ контент. Упоминание YouTube в контексте получения дополнительных выплат (punitive damages) может быть некорректным с точки зрения контекста и информации, но сам по себе не является признаком мошенничества.  В нижнем правом углу виден чат-бот со ссылкой на сайт про инвестиции, это тоже не может говорить о мошенничестве, но странное поведение для обычного сайта",pediascape.science,pediascape.science,Title отключен,8.306516408920288
"новость (блог, статья)",3,https://bjarnevanacker.efc-lr-vulsteke.be/2016/09/25/3e-plaats-in-zandbergclassic,https://bjarnevanacker.efc-lr-vulsteke.be/2016/09/25/3e-plaats-in-zandbergclassic,"Сайт имеет странный URL, включающий имя домена ""efc-lr-vulsteke.be"", за которым следует год, месяц и день.  Также в конце есть строка ""3e-plaats-in-zandbergclassic"".  Это похоже на URL для статьи блога или новости, но не является URL крупного магазина или сервиса, и не похоже на казино или сокращение ссылок. Загрузка страницы не происходит, страница пуста, что может говорить о проблемах с сайтом или недоступности. Никакого 18+ контента, казино или иных подозрительных элементов не обнаружено ",efc-lr-vulsteke.be,efc-lr-vulsteke.be,Title отключен,8.065244436264038
неизвестно,3,https://js.11467.com/re?url=https://anythingconvert.online/fr/article-rewriter,https://anythingconvert.online/fr/article-rewriter,"Сайт отображает страницу ошибки 404 на французском языке. URL-адрес `anythingconvert.online` содержит домен первого уровня `.online`, что само по себе не является признаком мошенничества, но не внушает особого доверия, как, например, домен `.com` или `.org`. Поддомен `fr` и путь `/article-rewriter` указывают на возможную функциональность сайта – перевод или перефразирование статей на французском. На странице нет подозрительных элементов, таких как запросы на оплату, всплывающие окна или реклама казино. Так как страница не найдена, то нет признаков контента 18+.  Исходя из представленных данных, сайт не является мошенническим, но и не является легитимным сайтом известной компании. Страница 404 может указывать на ошибку в работе сайта или на то, что страница просто была удалена.",11467.com,anythingconvert.online,Title отключен,8.269755125045776
неизвестный,3,https://localglobal.in/user/profile/71965,https://localglobal.in/user/profile/71965,"Сайт выглядит как профиль пользователя на портале LocalGlobal.in. URL не имеет подозрительных поддоменов, но сам домен выглядит не слишком известным. На странице отображается минимальная информация о профиле пользователя, есть кнопка ""Publish your ad for free"". Никаких признаков мошенничества, таких как запросы оплаты, азартные игры или контент 18+ не обнаружено, однако,  подозрительная ссылка от Al Moder, внизу справа, на сторонний сайт. Она вызывает опасения, так как ведет на сайт с подозрительным доменом и содержит ""get_video"".  Неизвестный сайт, мало информации",localglobal.in,localglobal.in,Title отключен,7.5212836265563965
"сократители ссылок, потенциально мошенничество",3,http://isanderson.com/__media__/js/netsoltrademark.php?d=www.asian-kor.com,http://isanderson.com/__media__/js/netsoltrademark.php?d=www.asian-kor.com,"The URL appears to be a redirect through a javascript file on `isanderson.com`, pointing to `www.asian-kor.com`. The content of the page states ""TRADEMARK FREE ZONE"" and a disclaimer about intellectual property rights, associated with Network Solutions. There are no indications of 18+ content, requests for payment, gambling or delivery scams. The URL structure with a redirect and the generic disclaimer suggest potential low risk, as it's likely used for affiliate or advertising purposes, but the final destination is questionable",isanderson.com,isanderson.com,Title отключен,6.786203861236572
 форум ,3,http://eurasiaaz.com/index.php?subaction=userinfo&user=eaglejune8,http://eurasiaaz.com/index.php?subaction=userinfo&user=eaglejune8,"Сайт ""eurasiaaz.com"" имеет сложный URL с параметрами, что может быть признаком использования CMS (системы управления контентом), а не обязательно чего-то подозрительного.  Сам сайт представляется как ""The International Expert Club"" с различными разделами (спецпроекты, аналитика, медиа). Никаких явных признаков мошенничества (запросов оплаты, казино, 18+) не обнаружено.  Контент не выглядит подозрительным. Наличие профилей пользователей не является чем-то необычным.  ",eurasiaaz.com,eurasiaaz.com,Title отключен,8.177337884902954
новостной/форум,3,https://ai-db.science/wiki/5_Laws_Thatll_Help_The_Top_Asbestos_Law_Firms_Industry,https://ai-db.science/wiki/5_Laws_Thatll_Help_The_Top_Asbestos_Law_Firms_Industry,"Сайт выглядит как статья в вики, адрес ai-db.science не принадлежит известной компании, но имеет понятную структуру с wiki. Содержание статьи посвящено юридическим фирмам, специализирующимся на делах с асбестом. Нет никаких признаков мошенничества, как запросы оплаты, рекламы казино, 18+ контента или подозрительных ссылок.  ",ai-db.science,ai-db.science,Title отключен,6.825658082962036
может быть подозрительным,3,https://www.planyo.com/embed-map.php?width=100%&height=454&zoom=12&map_type=roadmap&feedback_url=http://expressdrivinglicense.com&calendar=36205&lang=AUTO,https://www.planyo.com/embed-map.php?width=100%&height=454&zoom=12&map_type=roadmap&feedback_url=http://expressdrivinglicense.com&calendar=36205&lang=AUTO,"Сайт представляет собой встроенную карту на домене planyo.com.  В URL есть параметр feedback_url, указывающий на expressdrivinglicense.com.  Сам по себе planyo.com - это сервис для бронирования, и данная страница, судя по всему, просто встраивает карту.   Нет прямых признаков мошенничества на самой странице. Однако перенаправление feedback_url на expressdrivinglicense.com подозрительно, так как может быть связано с неким фишингом или перенаправлением.  Обычно, сервисы не используют такие схемы.  Сайт не содержит контента 18+ и не является сократителем ссылок",planyo.com,planyo.com,Title отключен,8.64408278465271
 форум ,3,https://selfless.wiki/wiki/In_Which_Location_To_Research_Mesothelioma_Class_Action_Online,https://selfless.wiki/wiki/In_Which_Location_To_Research_Mesothelioma_Class_Action_Online,"The website URL is selfless.wiki, which appears to be a wiki platform, followed by a specific path related to researching mesothelioma class action lawsuits. The page itself appears to be blank. There are no visible indications of payment requests, gambling content, or explicit material. There is a message from ""AI MODER"" which contains a shortened URL, that could be suspicious, but that is not part of the main webpage address.",selfless.wiki,selfless.wiki,Title отключен,7.02437162399292
новостной или форум,3,https://gorod-lugansk.com/user/KeishaNina6563,https://gorod-lugansk.com/user/KeishaNina6563,"Сайт выглядит как страница профиля пользователя на портале города Луганска. URL-адрес `gorod-lugansk.com/user/KeishaNina6563`  указывает на страницу пользователя, что само по себе не является признаком мошенничества. Структура сайта соответствует сайту города, а не интернет-магазину, казино или службе доставки. Нет явных признаков запроса денег, контента 18+, либо сервиса сокращения ссылок.  Внизу страницы есть упоминание приложения ""AI MODER"" со ссылкой на сокращенную ссылку `https://m.10mxapp.com/home/h...`.  Это может быть как и легитимным, так и потенциально опасным, учитывая, что это сторонняя ссылка, ведущая на внешний ресурс. Уровень опасности не высокий, так как сам сайт города не является мошенническим, но сторонняя ссылка требует осторожности",gorod-lugansk.com,gorod-lugansk.com,Title отключен,8.59072232246399
неоднозначный,3,https://chessdatabase.science/wiki/10_TellTale_Signals_You_Should_Know_To_Look_For_A_New_Composite_Door_Handle_Replacement,https://chessdatabase.science/wiki/10_TellTale_Signals_You_Should_Know_To_Look_For_A_New_Composite_Door_Handle_Replacement,"Сайт chessdatabase.science выглядит как вики-сайт, посвященный шахматной тематике, однако текущая страница, находящаяся в подпапке wiki и имеет название, явно не относящееся к шахматам, а скорее к ремонту дверей. Это может быть признаком, что сайт используется не по прямому назначению, возможно, для SEO продвижения или размещения рекламы. Адрес содержит поддомен wiki, что характерно для wiki-сайтов, а так же название  chessdatabase.science не вызывает доверия с точки зрения авторитетного сайта по дверям. Содержание страницы не является мошенническим, нет никаких запросов на оплату или обещаний выигрышей. Контента 18+ так же нет.",chessdatabase.science,chessdatabase.science,Title отключен,7.314138650894165
плохой,3,https://www.smikta.online/images/en.png,https://www.smikta.online/images/en.png,"Сайт отображает маленькое изображение флага (предположительно Великобритании) на черном фоне. URL-адрес ""smikta.online/images/en.png"" указывает на то, что это изображение, а не веб-страница. Странное имя домена ""smikta.online"" не похоже на известный веб-сайт или компанию. Никаких признаков мошенничества (запросы на оплату, азартные игры и т.д.) не обнаружено. Сократители ссылок и контент 18+ отсутствуют",smikta.online,smikta.online,Title отключен,7.456433296203613
18+,3,https://rollcom.fr/wiki/index.php/Are_You_Responsible_For_The_Shop_Anal_Sex_Toy_Budget_10_Terrible_Ways_To_Spend_Your_Money,https://rollcom.fr/wiki/index.php/Are_You_Responsible_For_The_Shop_Anal_Sex_Toy_Budget_10_Terrible_Ways_To_Spend_Your_Money,"Сайт размещен на домене rollcom.fr, который, судя по всему, является вики-платформой. Статья явно содержит информацию для взрослых, так как обсуждаются анальные секс-игрушки, но при этом нет никакого запроса на оплату, подозрительных ссылок или попыток выдать себя за известный магазин. Содержание ресурса является информационным и никак не подпадает под мошеннические действия",rollcom.fr,rollcom.fr,Title отключен,9.413647413253784
blog or news,3,https://tripsbookmarks.com/story18409527/24-hours-to-improve-gas-central-heating-engineer-near-me,https://tripsbookmarks.com/story18409527/24-hours-to-improve-gas-central-heating-engineer-near-me,"The website appears to be a blog or a news posting site. The URL tripsbookmarks.com has a slightly unusual structure, with a long story ID in the path. The main content is an article about hiring gas central heating engineers, and contains a link to a blogoscience blog.  There is a comment section and navigation.  There is nothing inherently suspicious in the main URL itself or content. The AI MODER box shows a potentially problematic URL: http://multi-net.su, which could be a shortened link, but it's outside the main site being examined",tripsbookmarks.com,tripsbookmarks.com,Title отключен,6.864739894866943
информационный,3,https://bayansoft.com/ما-هو-صافي-القيمة-الحالية-npv؟-وكيف-يتم-حس,https://bayansoft.com/ما-هو-صافي-القيمة-الحالية-npv؟-وكيف-يتم-حس,"Сайт bayansoft.com имеет длинный URL с арабскими символами, что может быть подозрительно, но это может быть связано с языком сайта. На сайте, похоже, обсуждается финансовая тема, возможно, связанная с NPV (чистой приведенной стоимостью). Нет явных признаков мошенничества, таких как требования оплаты, розыгрыши или контент 18+. Сайт выглядит как информационный,  но URL с арабскими символами не типичен, что вызывает небольшие подозрения, хоть и не факт, что это мошенничество.",bayansoft.com,bayansoft.com,Title отключен,8.923924446105957
forum,3,https://lingeriebookmark.com/story8116764/ten-commercial-gas-engineers-related-stumbling-blocks-you-shouldn-t-share-on-twitter,https://lingeriebookmark.com/story8116764/ten-commercial-gas-engineers-related-stumbling-blocks-you-shouldn-t-share-on-twitter,"The website's URL is lingeriebookmark.com. The title of the page is ""Ten Commercial Gas Engineers-Related Stumbling Blocks You Shouldn't Share On Twitter"". The URL is suspicious because it contains ""lingerie"" which is unrelated to the page's content on gas engineers. The website layout appears like a simple forum or blog. There are no immediate signs of malicious activities like requests for payments, gambling, or 18+ content in the provided text or the page itself. The site has an area to submit comments and the text is related to Gas Engineers.",lingeriebookmark.com,lingeriebookmark.com,Title отключен,7.762393951416016
новостной,3,https://news.kol7asry.com/uncategorized/3629.html,https://news.kol7asry.com/uncategorized/3629.html,"Сайт выглядит как новостной портал, с арабским интерфейсом. URL-адрес `news.kol7asry.com`  не имеет очевидных признаков мошенничества, но домен второго уровня `kol7asry` выглядит не типично для известных новостных ресурсов, что вызывает небольшие подозрения.  Контент сайта представлен в виде новостных статей, отображаются также курсы валют и время молитв, что характерно для новостных сайтов. Отсутствует контент 18+, нет явных признаков розыгрышей, казино или предложений по заработку, но  необычное доменное имя не исключает, что это может быть новостной сайт, созданный с целью распространения фейков, либо  для накрутки трафика. Не является легитимным, не принадлежит известной компании, сократителем ссылок не является",kol7asry.com,kol7asry.com,Title отключен,8.935406684875488
"форум, с техническими неполадками",3,http://able010.able-company.com/bbs/board.php?bo_table=free&wr_id=267686,http://able010.able-company.com/bbs/board.php?bo_table=free&wr_id=267686,"Сайт не загружается корректно и выдает ошибку MySQL подключения, что означает проблемы с его работоспособностью. Домен ""able-company.com"" не выглядит подозрительно, но поддомен ""able010"" может указывать на хостинг или тестовый сайт. URL содержит параметры ""bbs"", ""board.php"", что намекает на форум или доску объявлений. Нет признаков мошенничества в URL или сообщении об ошибке, но сайт не функционален. Нет признаков контента 18+ или сервисов сокращения ссылок",able-company.com,able-company.com,Title отключен,7.636851787567139
legitimate,3,http://stealthmonitoring.info/__media__/js/netsoltrademark.php?d=www.asian-kor.com,http://stealthmonitoring.info/__media__/js/netsoltrademark.php?d=www.asian-kor.com,"The URL appears to be a redirect through `stealthmonitoring.info` to `www.asian-kor.com`.  The visible content shows the webpage for ""Stealth Monitoring,"" a live video monitoring security service. There are no obvious signs of a scam on this page, no requests for payments and no 18+ content. The redirection in the URL makes me suspicious but I will rate the danger as relatively low since it displays a company website.",stealthmonitoring.info,stealthmonitoring.info,Title отключен,8.080981492996216
неопределенный,3,https://www.zidnilovefahri.xyz/?Dear=Shelly+Dina+Aufa+Choirunnisa,https://www.zidnilovefahri.xyz/?Dear=Shelly+Dina+Aufa+Choirunnisa,"URL `zidnilovefahri.xyz` выглядит подозрительно из-за непонятного домена `.xyz`, который часто используется для сайтов низкого качества или мошеннических целей. В URL есть параметры после знака вопроса, что может указывать на специфическое использование, например, отслеживание переходов или персонализацию, но не обязательно свидетельствует о мошенничестве. На странице отображается приветствие ""assalamu'alaikum"" на фоне простого дизайна. Сообщение на индонезийском языке спрашивает ""Как дела?"", желает здоровья и предлагает сыграть в викторину. На странице нет никаких признаков мошенничества, таких как запросы на оплату, казино или 18+ контент. Несмотря на то, что сайт не выглядит как явное мошенничество, необычный домен вызывает подозрения",zidnilovefahri.xyz,zidnilovefahri.xyz,Title отключен,7.638544797897339
 форум,3,http://bbs.nhcsw.com/home.php?mod=space&uid=2229120,http://bbs.nhcsw.com/home.php?mod=space&uid=2229120,"Сайт представляет собой пустую страницу с URL-адресом `bbs.nhcsw.com/home.php?mod=space&uid=2229120`. Структура URL с параметрами `mod` и `uid` указывает на форум или пользовательскую страницу, возможно, часть крупного форума. Само по себе это не является признаком мошенничества. Отсутствие контента также не является признаком мошенничества, это может быть пользовательский профиль, который не заполнен. Однако, название сайта bbs.nhcsw.com не является широко известным, и это может быть потенциально опасным. Отсутствует title, что тоже может говорить о ""сыром"" сайте или сайте, который использует специфические настройки.",nhcsw.com,nhcsw.com,Title отключен,7.2075159549713135
неизвестно,3,http://forexmob.ru/user/salejeep29,http://forexmob.ru/user/salejeep29,"Сайт отображает страницу ошибки ""404 Not Found"". URL `forexmob.ru/user/salejeep29` не содержит явных признаков фишинга или маскировки под известный бренд. Поддомена нет, но путь `/user/salejeep29` выглядит подозрительно -  похоже на попытку доступа к несуществующей странице пользователя. На странице нет элементов, требующих ввода личной информации или оплаты. Нет контента 18+. Сайт не похож на казино, новостной портал или сокращатель ссылок. На данный момент сайт не несет прямой опасности, но не является и полезным. Сайт не является легитимным, поскольку показывает ошибку 404 и, вероятно, является недоработанной страницей.",forexmob.ru,forexmob.ru,Title отключен,7.815845966339111
интернет-магазин,3,https://petmade-4.t1.upgates.shop,https://petmade-4.t1.upgates.shop,"Сайт представляет собой интернет-магазин под названием ""Petmade"". URL-адрес `petmade-4.t1.upgates.shop` не выглядит как адрес известной компании, `upgates.shop` скорее всего домен платформы для создания магазинов.  На сайте есть надписи на словацком и русском, предлагается бесплатная доставка,  и указано ""95% товаров на складе"",  что говорит о том что сайт нацелен на продажи.  Отсутствуют явные признаки мошенничества, нет 18+ контента.",upgates.shop,upgates.shop,Title отключен,8.25174617767334
"новости, реклама казино",3,https://auto.geenius.ee/rubriik/uudis/cvt-ehk-variaatorkast-mis-see-on-ja-mida-ma-sellest-teadma-pean,https://auto.geenius.ee/rubriik/uudis/cvt-ehk-variaatorkast-mis-see-on-ja-mida-ma-sellest-teadma-pean,"Сайт auto.geenius.ee выглядит как новостной портал, специализирующийся на автомобильной тематике.  В URL нет ничего подозрительного, адрес кажется легитимным. На сайте  присутствует реклама Coolbet - казино.  Само по себе это не является мошенничеством, но  свидетельствует о том, что сайт размещает рекламу азартных игр,  которая может быть нежелательной для некоторых пользователей. Контент 18+ отсутствует, но реклама казино делает его спорным",geenius.ee,geenius.ee,Title отключен,8.9604172706604
forum,3,https://bookmarking.win/story.php?title=forget-folding-treadmill-with-incline-uk-10-reasons-why-you-dont-have-it,https://bookmarking.win/story.php?title=forget-folding-treadmill-with-incline-uk-10-reasons-why-you-dont-have-it,"The URL `bookmarking.win/story.php?title=forget-folding-treadmill-with-incline-uk-10-reasons-why-you-dont-have-it` contains a domain name ""bookmarking.win"" which is uncommon and could be used by various website types. The presence of `story.php?title=...` suggests this is likely a content-sharing or bookmarking site. The page displays an article or post titled ""Forget Folding Treadmill With Incline Uk: 10 Reasons Why You Don't Have It"", it also has a search bar. There's no evidence of any direct requests for payment, gambling content, or 18+ material visible, or any indication that it is pretending to be something it is not, or is a shortened url. The site also uses a Telegram desktop popup notification, though not directly part of the site, may be an indirect sign of spam.",bookmarking.win,bookmarking.win,Title отключен,7.116436958312988
форум ,3,http://en.greenplugesaver.com/bbs/board.php?bo_table=free&wr_id=174845,http://en.greenplugesaver.com/bbs/board.php?bo_table=free&wr_id=174845,"Сайт en.greenplugesaver.com имеет сложную структуру URL, включающую параметры запроса. Присутствует сообщение на корейском языке о недостатке баллов для просмотра содержимого. Доменное имя не похоже на типичный интернет-магазин или сервис доставки, но также не является явным мошенничеством. Сообщение указывает на то, что это форум или сайт с системой баллов. Нет явных признаков 18+ контента или сокращения ссылок. ",greenplugesaver.com,greenplugesaver.com,Title отключен,7.045522689819336
неизвестно,3,https://media.mmcentertainments.net/@rondabuddicom?page=about,https://media.mmcentertainments.net/@rondabuddicom?page=about,"Сайт выглядит как платформа для просмотра видео, возможно, с пользовательским контентом, судя по названию ""playtube"". URL-адрес `media.mmcentertainments.net` не является очевидно подозрительным, но и не принадлежит известной компании, поддомен не указывает на мошенничество. Сайт предлагает выбор языка, что нормально для видеохостинга. Также присутствуют куки, это стандартная практика. На странице нет запросов на оплату или других очевидных признаков мошенничества. Содержание не является 18+, это скорее видеохостинг",mmcentertainments.net,mmcentertainments.net,Title отключен,7.689043045043945
новостной,2,https://www.blowinthewind.com/articles/go-from-zero-experience-to-a-career-as-a-truck-driver-with-financial-freedom-through-free-cdl-training?gasa_rac=Thinkingaboutbecomingatruckdriver?&gasa_term1=truckingcompaniesthatpayyoutogetyourcdl&gasa_term2=CDLTrainingCourses&gasa_term3=getpaidforcdltraining&gasa_term4=truckdrivingcompanieswithcdltraining&gasa_term5=paidcdltraining&gasa_term6=TruckDrivingSchoolPaidTraining&gasa_term7=Cdltrainingnearme&gasa_term8=FreeCdlTraininginPa&channel=17491,https://www.blowinthewind.com/articles/go-from-zero-experience-to-a-career-as-a-truck-driver-with-financial-freedom-through-free-cdl-training?gasa_rac=Thinkingaboutbecomingatruckdriver?&gasa_term1=truckingcompaniesthatpayyoutogetyourcdl&gasa_term2=CDLTrainingCourses&gasa_term3=getpaidforcdltraining&gasa_term4=truckdrivingcompanieswithcdltraining&gasa_term5=paidcdltraining&gasa_term6=TruckDrivingSchoolPaidTraining&gasa_term7=Cdltrainingnearme&gasa_term8=FreeCdlTraininginPa&channel=17491,"Сайт blowinthewind.com выглядит как новостной портал или блог, возможно, с уклоном в образовательную тематику. URL не содержит подозрительных символов или поддоменов, и не выглядит как фишинговый. Текст статьи сфокусирован на обучении вождению грузовика с упоминанием финансовой свободы. Запрос согласия на обработку данных является стандартной практикой. Нет явных признаков мошенничества, казино или контента 18+. Однако обилие рекламных партнеров (134 TCF vendor(s) и 64 ad partner(s)) может вызывать опасения по поводу конфиденциальности данных",blowinthewind.com,blowinthewind.com,Title отключен,7.973145008087158
новостной/форум/информационный,2,https://wifidb.science/wiki/There_Is_No_Doubt_That_You_Require_Lightweight_Self_Propelling_Wheelchair,https://wifidb.science/wiki/There_Is_No_Doubt_That_You_Require_Lightweight_Self_Propelling_Wheelchair,"Сайт выглядит как статья в вики, возможно, о инвалидных колясках. Адрес сайта, wifidb.science, не похож на адрес мошеннического сайта. Нет явных признаков мошенничества, как запросы на оплату, азартные игры или контент 18+. Содержание, похоже, информативное. В подвале страницы есть ссылка на ""AI Moder"", которая ссылается на сторонний сервис, но это не указывает на мошенничество, а скорее на сторонний плагин или расширение браузера.",wifidb.science,wifidb.science,Title отключен,7.320758819580078
новостной портал,2,https://mufakeroon.com/p/لويس-ممفورد,https://mufakeroon.com/p/لويس-ممفورد,"Сайт mufakeroon.com выглядит как информационный портал на арабском языке. URL-адрес не содержит подозрительных символов или поддоменов.  Сразу при загрузке появляется всплывающее окно с запросом согласия на обработку персональных данных для показа рекламы. Это является стандартной практикой для многих сайтов и не указывает на мошенническую деятельность. На сайте нет явных признаков мошенничества, таких как запросы на оплату, казино или 18+ контент, а также он не является сервисом сокращения ссылок",mufakeroon.com,mufakeroon.com,Title отключен,7.968070030212402
"новости, возможно, с рекламным содержанием",2,https://www.muzivcesku.cz/galerie/15-zpusobu-jak-stylove-nosit-salu/?image=11&back=http://trx-hub.com,https://www.muzivcesku.cz/galerie/15-zpusobu-jak-stylove-nosit-salu/?image=11&back=http://trx-hub.com,"Сайт muzivcesku.cz/galerie/15-zpusobu-jak-stylove-nosit-salu/ показывает галерею изображений с советами по стилю, судя по URL. Есть параметр ""back"", который ведет на trx-hub.com, возможно, это редирект. Присутствует запрос на согласие с использованием данных. Нет явных признаков мошенничества в виде запросов денег или подозрительных ссылок, хотя редирект может быть нежелательным. 18+ контента нет",muzivcesku.cz,muzivcesku.cz,Title отключен,7.77224326133728
блог,2,https://maps.google.no/url?q=https://writeablog.net/motionschool5/non-prescription-adhd-medication-tips-from-the-top-in-the-business,https://writeablog.net/motionschool5/non-prescription-adhd-medication-tips-from-the-top-in-the-business,"Сайт выглядит как обычный блог, размещенный на платформе writeablog.net.  URL включает в себя поддомен motionschool5, что указывает на персональный или нишевый блог. На странице размещена статья о медикаментах от СДВГ без рецепта. Нет никаких признаков мошенничества:  запросов на оплату, всплывающих окон или ссылок на азартные игры.  Контент не относится к 18+ тематике. Ссылка ""https://maps.google.no/url?q=https://writeablog.net/motionschool5/non-prescription-adhd-medication-tips-from-the-top-in-the-business"" говорит о том, что сайт был найден через сервис google maps, что косвенно свидетельствует о том, что сайт не скрывает себя и не притворяется другим сайтом.",google.no,writeablog.net,Title отключен,9.118378639221191
 форум ,2,http://www.028bbs.com/space-uid-206645.html,http://www.028bbs.com/space-uid-206645.html,"Сайт представляет собой форум, по всей видимости, региональный китайский, судя по тексту на китайском языке. URL-адрес `028bbs.com`  не похож на подделку, хотя и не является широко известным, выглядит как домен форума.  На странице личного профиля пользователя, где нет запросов на оплату. Видим  раздел с личной информацией, нет явных признаков 18+ контента. Присутствует ссылка на Youtube, что также не вызывает подозрений.  ",028bbs.com,028bbs.com,Title отключен,8.09383773803711
неработающий,2,https://corporatetalentsolution.com/uk,https://corporatetalentsolution.com/uk,"Сайт отображает ошибку 404 ""Page Not Found"". URL не содержит подозрительных поддоменов или странных символов, но отображение ошибки 404 говорит о неработающей или несуществующей странице, но не о мошенничестве. Содержимого 18+ на странице нет. Сервисом сокращения ссылок он так же не является, поскольку содержит полный адрес сайта",corporatetalentsolution.com,corporatetalentsolution.com,Title отключен,7.538362264633179
